event_date,contract,source_market,target_market,lag_minutes,f_stat,p_value,coef,coef_p_value,is_sig_5pct
2026-01-28,25bp_dec,KAL,PM,60,4.1912,0.040637,0.0027,0.040637,True
2026-03-18,25bp_dec,CME,PM,1,0.4912,0.483388,0.0006,0.483388,False
2026-03-18,25bp_dec,PM,CME,1,2.9598,0.085361,0.0093,0.085361,False
2026-03-18,25bp_dec,CME,PM,5,3.0048,0.083021,0.001,0.083021,False
2026-03-18,25bp_dec,PM,CME,5,0.0174,0.895086,0.0005,0.895086,False
2026-03-18,25bp_dec,CME,PM,30,4.5266,0.033373,0.0008,0.033373,True
2026-03-18,25bp_dec,PM,CME,30,1.7828,0.181803,0.0024,0.181803,False
2026-03-18,25bp_dec,CME,PM,60,9.0888,0.002572,0.001,0.002572,True
2026-03-18,25bp_dec,PM,CME,60,5.7656,0.016344,0.0033,0.016344,True
2026-03-18,25bp_dec,CME,KAL,1,1.7292,0.18852,0.0007,0.18852,False
2026-03-18,25bp_dec,KAL,CME,1,0.0575,0.810457,0.0019,0.810457,False
2026-03-18,25bp_dec,CME,KAL,5,17.9607,2.3e-05,0.0017,2.3e-05,True
2026-03-18,25bp_dec,KAL,CME,5,4.8983,0.026884,-0.0118,0.026884,True
2026-03-18,25bp_dec,CME,KAL,30,7.1889,0.007336,0.0007,0.007336,True
2026-03-18,25bp_dec,KAL,CME,30,1.0463,0.306357,0.0029,0.306357,False
2026-03-18,25bp_dec,CME,KAL,60,4.2863,0.038422,0.0005,0.038422,True
2026-03-18,25bp_dec,KAL,CME,60,3.997,0.045582,0.0042,0.045582,True
2026-03-18,25bp_dec,PM,KAL,1,25.2632,1e-06,0.0073,1e-06,True
2026-03-18,25bp_dec,KAL,PM,1,2.2645,0.132368,0.0047,0.132368,False
2026-03-18,25bp_dec,PM,KAL,5,60.0624,0.0,0.0076,0.0,True
2026-03-18,25bp_dec,KAL,PM,5,1.6732,0.195838,-0.0027,0.195838,False
2026-03-18,25bp_dec,PM,KAL,30,90.2386,0.0,0.0046,0.0,True
2026-03-18,25bp_dec,KAL,PM,30,2.9019,0.088475,0.0019,0.088475,False
2026-03-18,25bp_dec,PM,KAL,60,85.2651,0.0,0.0034,0.0,True
2026-03-18,25bp_dec,KAL,PM,60,10.5927,0.001136,0.0027,0.001136,True
2026-04-29,25bp_dec,CME,PM,1,19.9062,8e-06,0.0095,8e-06,True
2026-04-29,25bp_dec,PM,CME,1,5.6379,0.017578,0.0052,0.017578,True
2026-04-29,25bp_dec,CME,PM,5,24.0976,1e-06,0.0072,1e-06,True
2026-04-29,25bp_dec,PM,CME,5,0.5302,0.466529,-0.001,0.466529,False
2026-04-29,25bp_dec,CME,PM,30,8.5726,0.003413,0.0024,0.003413,True
2026-04-29,25bp_dec,PM,CME,30,1.1533,0.282857,0.0008,0.282857,False
2026-04-29,25bp_dec,CME,PM,60,23.726,1e-06,0.0033,1e-06,True
2026-04-29,25bp_dec,PM,CME,60,13.8649,0.000196,0.0022,0.000196,True
2026-04-29,25bp_dec,CME,KAL,1,1.1713,0.279129,0.0025,0.279129,False
2026-04-29,25bp_dec,KAL,CME,1,0.2826,0.594981,0.0011,0.594981,False
2026-04-29,25bp_dec,CME,KAL,5,0.4131,0.52038,-0.001,0.52038,False
2026-04-29,25bp_dec,KAL,CME,5,2.3528,0.125062,-0.0019,0.125062,False
2026-04-29,25bp_dec,CME,KAL,30,2.4204,0.119767,0.0014,0.119767,False
2026-04-29,25bp_dec,KAL,CME,30,0.1159,0.733514,-0.0002,0.733514,False
2026-04-29,25bp_dec,CME,KAL,60,21.7745,3e-06,0.0033,3e-06,True
2026-04-29,25bp_dec,KAL,CME,60,0.0944,0.758701,-0.0002,0.758701,False
2026-04-29,25bp_dec,PM,KAL,1,77.6349,0.0,0.0204,0.0,True
2026-04-29,25bp_dec,KAL,PM,1,0.5022,0.478521,0.0014,0.478521,False
2026-04-29,25bp_dec,PM,KAL,5,45.4292,0.0,0.0103,0.0,True
2026-04-29,25bp_dec,KAL,PM,5,4.5253,0.033399,-0.0027,0.033399,True
2026-04-29,25bp_dec,PM,KAL,30,56.2575,0.0,0.0059,0.0,True
2026-04-29,25bp_dec,KAL,PM,30,2.8779,0.089807,0.0011,0.089807,False
2026-04-29,25bp_dec,PM,KAL,60,73.42,0.0,0.0053,0.0,True
2026-04-29,25bp_dec,KAL,PM,60,1.4842,0.223117,0.0007,0.223117,False
