id,transactionHash,timestamp,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee,outcome,datetime,side,usdc_amount,token_amount,price,yes_price,no_price
0x045a303d963ad7ec05d089aad99208f0ed4748d521d67de9e0b5c164e2c0785d_0xdcba51e4c29d0ed9f11b25d6ccc28fe6a454382e9ec6651227a8ed071f43672a,0x045a303d963ad7ec05d089aad99208f0ed4748d521d67de9e0b5c164e2c0785d,1717812683,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1000.0,969.0,0.0,YES,2024-06-08 02:11:23+00:00,SELL,969.0,1000.0,0.969,0.969,0.031
0xe0428f66268dff55c798fede6aeea5f2b1f13f510e974da7876a41ff916e1613_0x8445efed2a4849deca8e54c8e0d4036939f752fb8c8bbb5d75f333cd5ec69a41,0xe0428f66268dff55c798fede6aeea5f2b1f13f510e974da7876a41ff916e1613,1717815618,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-08 03:00:18+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0xc8c03080b0989c26a9687f0a824d0b1297fbcef5f56632d64e02eaa55d33ed0a_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0xc8c03080b0989c26a9687f0a824d0b1297fbcef5f56632d64e02eaa55d33ed0a,1717816048,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,50.02,48.5194,0.0,YES,2024-06-08 03:07:28+00:00,SELL,48.5194,50.02,0.9699999999999999,0.9699999999999999,0.03
0xced074f54579206f06b98e06e1067bcfc8205067c6d0a2629b2850b22894eb09_0x134adee2af040d752420e8aaeaf451f8f6992d6c225d01453601edfab475d54d,0xced074f54579206f06b98e06e1067bcfc8205067c6d0a2629b2850b22894eb09,1717817448,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,250.0,241.75,0.0,YES,2024-06-08 03:30:48+00:00,SELL,241.75,250.0,0.967,0.967,0.033
0x28ff82cf0e366a0c4cabb2e89797e8cc985800873188b72bb23f86fa38b2b3f1_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0x28ff82cf0e366a0c4cabb2e89797e8cc985800873188b72bb23f86fa38b2b3f1,1717817524,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,199.99,193.9903,0.0,YES,2024-06-08 03:32:04+00:00,SELL,193.9903,199.99,0.9699999999999999,0.9699999999999999,0.03
0xc299706bd71db2923c949a37737a0965d4d1abf09488306a0ad5a63233df6626_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0xc299706bd71db2923c949a37737a0965d4d1abf09488306a0ad5a63233df6626,1717819704,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 04:08:24+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0x7748e129ce482bc659cac3cab81424494218f514e8d81638042fe0b68c7ede3a_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0x7748e129ce482bc659cac3cab81424494218f514e8d81638042fe0b68c7ede3a,1717827194,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 06:13:14+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0x4a977d14883d048c6fc444521602a703458c6515f2f091538d7bbe29ab22848f_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0x4a977d14883d048c6fc444521602a703458c6515f2f091538d7bbe29ab22848f,1717832800,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 07:46:40+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0xee62dd4a4381a51a2aba5670bfe3a4ede951c1455db14ee196fa8f5cb32cc075_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0xee62dd4a4381a51a2aba5670bfe3a4ede951c1455db14ee196fa8f5cb32cc075,1717836222,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,154.639174,149.999998,0.0,YES,2024-06-08 08:43:42+00:00,SELL,149.999998,154.639174,0.969999994956,0.969999994956,0.03
0xf612c48c84e365f79e8b112629940c770565140577a55874d2bcd82a8c53796f_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0xf612c48c84e365f79e8b112629940c770565140577a55874d2bcd82a8c53796f,1717842689,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 10:31:29+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0x35477da63b1da10ff978416c1fc3f90e139a3f4f0467704bdf2e064f5209a56b_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0x35477da63b1da10ff978416c1fc3f90e139a3f4f0467704bdf2e064f5209a56b,1717843025,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 10:37:05+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0xab8b36ab990e61639ee661eb7f80f9ab31d6486c7723678274dca90f054a478b_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0xab8b36ab990e61639ee661eb7f80f9ab31d6486c7723678274dca90f054a478b,1717843573,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010308,0.009998,0.0,YES,2024-06-08 10:46:13+00:00,SELL,0.009998,0.010308,0.9699262708575864,0.9699262708575864,0.030074
0x7eb6bd6a61a22cb8efdd856c7c4099bfebc8e33e5bd738c3a357804a7d18ea1c_0xd107bab7a0488859b334c2f8f99bf45f1dbc75356b44f88c09c4dee784084ff1,0x7eb6bd6a61a22cb8efdd856c7c4099bfebc8e33e5bd738c3a357804a7d18ea1c,1717849993,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,52.02,50.25132,0.0,YES,2024-06-08 12:33:13+00:00,SELL,50.25132,52.02,0.966,0.966,0.034
0x56bf6866ffb6a2bf76ea6e52b5cbb25f3938f64add4cc5b0e6cd6c9fd5f4ebbf_0x10244ebf30e902611c9f5cd5c9432e945b9242c8557e3f486bf2a604aa152361,0x56bf6866ffb6a2bf76ea6e52b5cbb25f3938f64add4cc5b0e6cd6c9fd5f4ebbf,1717856662,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,595.23,577.3731,0.0,YES,2024-06-08 14:24:22+00:00,SELL,577.3731,595.23,0.97,0.97,0.03
0x7192c6fdc93567b1a29927b68f723dbf8c4b5750ff3307e6568719ec045c93a2_0x768882eca7bc118b5df1f1cd6772bb4836cb0bbe34bc198a54f96a7e1dce40e7,0x7192c6fdc93567b1a29927b68f723dbf8c4b5750ff3307e6568719ec045c93a2,1717862035,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,514.933057,499.999998,0.0,YES,2024-06-08 15:53:55+00:00,SELL,499.999998,514.933057,0.9709999993261261,0.9709999993261261,0.029
0xd3e5edf5c5eee986e02a80e26c0aea8e7c26272e3e702cff9d37d1f7c4ad854c_0x768882eca7bc118b5df1f1cd6772bb4836cb0bbe34bc198a54f96a7e1dce40e7,0xd3e5edf5c5eee986e02a80e26c0aea8e7c26272e3e702cff9d37d1f7c4ad854c,1717862155,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,5.149329,4.999998,0.0,YES,2024-06-08 15:55:55+00:00,SELL,4.999998,5.149329,0.9709999108621725,0.9709999108621725,0.029
0x50125333e893f1ff83acc59b8263ae03e53439614412a5e5e449bbcdc2e9b26e_0x768882eca7bc118b5df1f1cd6772bb4836cb0bbe34bc198a54f96a7e1dce40e7,0x50125333e893f1ff83acc59b8263ae03e53439614412a5e5e449bbcdc2e9b26e,1717886640,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,100.0,97.1,0.0,YES,2024-06-08 22:44:00+00:00,SELL,97.1,100.0,0.971,0.971,0.029
0xea505262f2813bde9143149679df8bc35d36f8da3587b1497a477cd732e5158b_0x0fc0d5afa2be17c7ecbf29b863215895ef6d09a1670c9a0dd07ac01fe6f0133f,0xea505262f2813bde9143149679df8bc35d36f8da3587b1497a477cd732e5158b,1717891136,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-08 23:58:56+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0xaddc9e41c14dd617c98514c06f8307af3e8e7b52c7d158866bf845a73df0e112_0x0fc0d5afa2be17c7ecbf29b863215895ef6d09a1670c9a0dd07ac01fe6f0133f,0xaddc9e41c14dd617c98514c06f8307af3e8e7b52c7d158866bf845a73df0e112,1717891174,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-08 23:59:34+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0x499a08cf35a59f81b88fcfae09763d35cb3d89dd56c91dbb972b41aca3bb1e84_0x0fc0d5afa2be17c7ecbf29b863215895ef6d09a1670c9a0dd07ac01fe6f0133f,0x499a08cf35a59f81b88fcfae09763d35cb3d89dd56c91dbb972b41aca3bb1e84,1717891248,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:00:48+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0xfa8f791fe7211344fc7114393b876acf824e223ed0e3042c582f9346f55379f6_0x0fc0d5afa2be17c7ecbf29b863215895ef6d09a1670c9a0dd07ac01fe6f0133f,0xfa8f791fe7211344fc7114393b876acf824e223ed0e3042c582f9346f55379f6,1717891320,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,940.9,970.0,0.0,YES,2024-06-09 00:02:00+00:00,BUY,940.9,970.0,0.97,0.97,0.03
0x1888cbcb0e897d48f8359ec7d52eebdb98c67753bd2e32413710dae62c8b4b4d_0xa1b4da2ac83fa4d4efae6c249d90eda7219818168e61fe9d59db2aafa5206160,0x1888cbcb0e897d48f8359ec7d52eebdb98c67753bd2e32413710dae62c8b4b4d,1717891482,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1114.99,1081.5403,0.0,YES,2024-06-09 00:04:42+00:00,SELL,1081.5403,1114.99,0.9699999999999999,0.9699999999999999,0.03
0xef7dcc9e60aeb2b348be3f323a2a54c592fa81f6c895fa3a616870de6ad1b94f_0xd1a97def597cbbbe863d0298cab74b5d7a0cfbfda9060d4b76bea1cdf317e19c,0xef7dcc9e60aeb2b348be3f323a2a54c592fa81f6c895fa3a616870de6ad1b94f,1717893060,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,400.0,388.0,0.0,YES,2024-06-09 00:31:00+00:00,SELL,388.0,400.0,0.97,0.97,0.03
0xdaa5799c5aa30979104a04877d2a42800d9addaaa1cff61217fb7b970aa669fe_0xb384848a551ae4ee50d5d6ebc014b3e817ca18ba65509c69b875f03e65c8b752,0xdaa5799c5aa30979104a04877d2a42800d9addaaa1cff61217fb7b970aa669fe,1717893632,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:40:32+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0x6e2e42226cccb10d9392911e926164b572c11c067a8c0ae987ca8a62304f800a_0x807a8aa73c0783924b669b2d4b8d4bedbd37431a13beb8f7648b582fcfbd89bc,0x6e2e42226cccb10d9392911e926164b572c11c067a8c0ae987ca8a62304f800a,1717893884,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:44:44+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0xd9cf66f90f392fa540553540d658e067db33269cd32764d9981407b963c93c36_0x274edb24f937b5f302edf501b3acfdf9f8b979b1bcd68788f7560ec29c3fb0e7,0xd9cf66f90f392fa540553540d658e067db33269cd32764d9981407b963c93c36,1717893968,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:46:08+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0x79e57a7df6d50df299b627bcb55aea2109d21aa04a130b49005a8d03fac225bc_0xbd7ec4d3c86d6382a7b5094d032a7b6b97b7798f9a9049b9fcc72ac3d16bcfe5,0x79e57a7df6d50df299b627bcb55aea2109d21aa04a130b49005a8d03fac225bc,1717894056,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:47:36+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0x4d6d1e7821e7d5446fd00c52b244f3c8d2ed118851f8efc17dac9831a404f249_0xbd7ec4d3c86d6382a7b5094d032a7b6b97b7798f9a9049b9fcc72ac3d16bcfe5,0x4d6d1e7821e7d5446fd00c52b244f3c8d2ed118851f8efc17dac9831a404f249,1717894156,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.7,10.0,0.0,YES,2024-06-09 00:49:16+00:00,BUY,9.7,10.0,0.97,0.97,0.03
0x1daa864a98bda9e63cb610718a075d802e407d234311501cc727f6fbfbb92b2e_0x768882eca7bc118b5df1f1cd6772bb4836cb0bbe34bc198a54f96a7e1dce40e7,0x1daa864a98bda9e63cb610718a075d802e407d234311501cc727f6fbfbb92b2e,1717895010,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.010297,0.009998,0.0,YES,2024-06-09 01:03:30+00:00,SELL,0.009998,0.010297,0.970962416237739,0.970962416237739,0.029038
0xec86e2fe6dddf83ab1165aee677cef6f664c19e85416097c0171ef6b5a49dc50_0x849fc36f3699b54cbf9709c7b5f330c4b1429adc91940964163a178d38224a7c,0xec86e2fe6dddf83ab1165aee677cef6f664c19e85416097c0171ef6b5a49dc50,1717895060,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,9.65034,9.99,0.0,YES,2024-06-09 01:04:20+00:00,BUY,9.65034,9.99,0.966,0.966,0.034
0xa0f5325aa0dce0958e308d0ad85c0d0d43875e336ed253f27e60ee214fae1e4e_0x849fc36f3699b54cbf9709c7b5f330c4b1429adc91940964163a178d38224a7c,0xa0f5325aa0dce0958e308d0ad85c0d0d43875e336ed253f27e60ee214fae1e4e,1717895638,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,352.59,365.0,0.0,YES,2024-06-09 01:13:58+00:00,BUY,352.59,365.0,0.966,0.966,0.034
0x91edf7aab4cdff1164c4155ccf414aa7e5ec2d59e3a9716de20dacaea9dca7d8_0x849fc36f3699b54cbf9709c7b5f330c4b1429adc91940964163a178d38224a7c,0x91edf7aab4cdff1164c4155ccf414aa7e5ec2d59e3a9716de20dacaea9dca7d8,1717902165,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,544.01256,563.16,0.0,YES,2024-06-09 03:02:45+00:00,BUY,544.01256,563.16,0.9660000000000001,0.9660000000000001,0.034
0x616a0b24809fddb765db23c50ea1038efc22a8ac09d7481de0ee4ea882c5f1d8_0x3afa6e443e0e8e36ec722e23aca904c9907b7a1566d57482ce4d463e25364b34,0x616a0b24809fddb765db23c50ea1038efc22a8ac09d7481de0ee4ea882c5f1d8,1717902179,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1053.09263,1095.83,0.0,YES,2024-06-09 03:02:59+00:00,BUY,1053.09263,1095.83,0.9610000000000002,0.9610000000000002,0.039
0xff8ca19a2b2957c2f646511ce2fd1008f366a7e770b3674e52b80032e608f976_0x4948b949c955929b23b463e2bd7f9abcb942e6b8009ba009b99eeb92d6d04759,0xff8ca19a2b2957c2f646511ce2fd1008f366a7e770b3674e52b80032e608f976,1717903993,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,450.0,433.35,0.0,YES,2024-06-09 03:33:13+00:00,SELL,433.35,450.0,0.9630000000000001,0.9630000000000001,0.037
0x90d4f4dd862b51fd05b213a521b830f07f3dcb183d01e7241765c6b9b339641d_0x99c10de21fdbf02f910a64be67deabb6bc16eb74a0527606a695c5318c3b3595,0x90d4f4dd862b51fd05b213a521b830f07f3dcb183d01e7241765c6b9b339641d,1717915486,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.068251,1.999998,0.0,YES,2024-06-09 06:44:46+00:00,SELL,1.999998,2.068251,0.9669996533302776,0.9669996533302776,0.033
0x013e4018ab21d521c56d6f1252ad1b93f8932af3d1ecfdd40e2137be480aa976_0x99c10de21fdbf02f910a64be67deabb6bc16eb74a0527606a695c5318c3b3595,0x013e4018ab21d521c56d6f1252ad1b93f8932af3d1ecfdd40e2137be480aa976,1717920005,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,3.092036,2.989998,0.0,YES,2024-06-09 08:00:05+00:00,SELL,2.989998,3.092036,0.9669997373898622,0.9669997373898622,0.033
0x1887fdd1d582ac844454f5152493d7f6e42979d19e5e9a6272a52a695c1499be_0x99c10de21fdbf02f910a64be67deabb6bc16eb74a0527606a695c5318c3b3595,0x1887fdd1d582ac844454f5152493d7f6e42979d19e5e9a6272a52a695c1499be,1717923960,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.01034,0.009998,0.0,YES,2024-06-09 09:06:00+00:00,SELL,0.009998,0.01034,0.9669245647969053,0.9669245647969053,0.033075
0x56a7bebb3fcc94ddd5f7fb9055fce40c70d7dd6b02aea06e2fcc09f95e9483a2_0x99c10de21fdbf02f910a64be67deabb6bc16eb74a0527606a695c5318c3b3595,0x56a7bebb3fcc94ddd5f7fb9055fce40c70d7dd6b02aea06e2fcc09f95e9483a2,1717925032,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,0.01034,0.009998,0.0,YES,2024-06-09 09:23:52+00:00,SELL,0.009998,0.01034,0.9669245647969053,0.9669245647969053,0.033075
0xbc9ba60cb546bd950a19ce75cbb1d5ae9b0201c60516c7ef2034d47a554126ea_0x76aa38fe74bc122fab0e17b91ac919216c3f6dcbc6de87fa502266f7af4f5926,0xbc9ba60cb546bd950a19ce75cbb1d5ae9b0201c60516c7ef2034d47a554126ea,1717925856,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.070392,1.999998,0.0,YES,2024-06-09 09:37:36+00:00,SELL,1.999998,2.070392,0.9659996754237844,0.9659996754237844,0.034
0x36190fdddd6b1e1d2a8572f9bdafc47ea2ddf593489ea288fbe28b3a9924e61f_0x76aa38fe74bc122fab0e17b91ac919216c3f6dcbc6de87fa502266f7af4f5926,0x36190fdddd6b1e1d2a8572f9bdafc47ea2ddf593489ea288fbe28b3a9924e61f,1717926022,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.070392,1.999998,0.0,YES,2024-06-09 09:40:22+00:00,SELL,1.999998,2.070392,0.9659996754237844,0.9659996754237844,0.034
0x538006e7cb65c328dceb92f904dbc296b8013cc402bea135e5164b2b6920973d_0x76aa38fe74bc122fab0e17b91ac919216c3f6dcbc6de87fa502266f7af4f5926,0x538006e7cb65c328dceb92f904dbc296b8013cc402bea135e5164b2b6920973d,1717926174,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2.070392,1.999998,0.0,YES,2024-06-09 09:42:54+00:00,SELL,1.999998,2.070392,0.9659996754237844,0.9659996754237844,0.034
0x038f96a89b57c86feb057325b42236c27380c943597b7aafe04081c7a9ddfd67_0x1e188c1f35aa71348ba518e519037f3a6a503bc504fb94e83da797608c3a0369,0x038f96a89b57c86feb057325b42236c27380c943597b7aafe04081c7a9ddfd67,1717926992,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,4000.0,3876.0,0.0,YES,2024-06-09 09:56:32+00:00,SELL,3876.0,4000.0,0.969,0.969,0.031
0xeb8e7fce07840698bcc1ef55a2b51fa3e97d7e5cbf5a78f9fda3f365a015f3d6_0xc457f96dc24fc543665e30d9addbcc0a737cb7da348d20ded9ddbead26cb8f72,0xeb8e7fce07840698bcc1ef55a2b51fa3e97d7e5cbf5a78f9fda3f365a015f3d6,1717945341,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009971,0.01029,0.0,YES,2024-06-09 15:02:21+00:00,BUY,0.009971,0.01029,0.9689990281827017,0.9689990281827017,0.031001
0xedd84592751ac32a5be612df5fa6105a218133f5da03c395b4bf9d73aa527e12_0x753f1766475f7f6432e8006d60d9fb0c6e7e41f4177c27b84e7ac82b12358e11,0xedd84592751ac32a5be612df5fa6105a218133f5da03c395b4bf9d73aa527e12,1717947365,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,97.529999,100.5567,0.0,YES,2024-06-09 15:36:05+00:00,BUY,97.529999,100.5567,0.9699005536180085,0.9699005536180085,0.030099
0xb5f3554c66b3f9560576357f3d049e2d2a6804283abcf38ea741e7e95fd7adc5_0x00f1befe853358eea1d270c2808bb2a391ee489ba26dfcec993b23634065891b,0xb5f3554c66b3f9560576357f3d049e2d2a6804283abcf38ea741e7e95fd7adc5,1717947852,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,49.999999,51.5567,0.0,YES,2024-06-09 15:44:12+00:00,BUY,49.999999,51.5567,0.9698060387883631,0.9698060387883631,0.030194
0x5f957cea8f6bf5803b1bdf059b1b5859ce25c7cfa26dcca0f2ee57c713605d1c_0x9b0e9ffc7604fe1eecd658f0abdaf0e4b4b4365bbf4dfc1aa02fb5438ac387d1,0x5f957cea8f6bf5803b1bdf059b1b5859ce25c7cfa26dcca0f2ee57c713605d1c,1717952037,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,1.999984,2.063967,0.0,YES,2024-06-09 16:53:57+00:00,BUY,1.999984,2.063967,0.968999988856411,0.968999988856411,0.031
0xfaf2d320981708c97e4e18ace2c81d9084a7628bd1b1a55de12d4e293ad007c0_0x00628ab32bed7db5aad8318ce4c1d8f35c7cb81ee63a7a19971e25f0dfb507e8,0xfaf2d320981708c97e4e18ace2c81d9084a7628bd1b1a55de12d4e293ad007c0,1717961361,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,1031.991743,999.999998,0.0,YES,2024-06-09 19:29:21+00:00,SELL,999.999998,1031.991743,0.968999999062977,0.968999999062977,0.031
0xd5fbc111bbe8fa43f136e2e36de9bdc0499342ae7c0c36c09269363bd2d897df_0x3507ab42cb2e06cc4ba0fe2ef9ee39ead97eef0505c9f04844b05a03665f3c5f,0xd5fbc111bbe8fa43f136e2e36de9bdc0499342ae7c0c36c09269363bd2d897df,1717978119,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,222.0,213.342,0.0,YES,2024-06-10 00:08:39+00:00,SELL,213.342,222.0,0.9610000000000001,0.9610000000000001,0.039
0x55313d15e78005697c9e67eba1de0304ff3efb8e69a686311ad77e088821706e_0xe2e1f748d1e4ca997a3a3362daca6cbe37a9a54ab7a60a563950c1d9f6d3b3ae,0x55313d15e78005697c9e67eba1de0304ff3efb8e69a686311ad77e088821706e,1717981546,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,51.652891,49.999998,0.0,YES,2024-06-10 01:05:46+00:00,SELL,49.999998,51.652891,0.9679999905523198,0.9679999905523198,0.032
0xe150ac25de31967a68723169ac1ffa7f9cc84913166d9eef88c94684d3758a45_0x00628ab32bed7db5aad8318ce4c1d8f35c7cb81ee63a7a19971e25f0dfb507e8,0xe150ac25de31967a68723169ac1ffa7f9cc84913166d9eef88c94684d3758a45,1717983692,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,2797.66,2710.93254,0.0,YES,2024-06-10 01:41:32+00:00,SELL,2710.93254,2797.66,0.969,0.969,0.031
0x01addadde08b4d3c0603c6e357f6a3d73a592084b12025eaf24364de99ac0004_0x00628ab32bed7db5aad8318ce4c1d8f35c7cb81ee63a7a19971e25f0dfb507e8,0x01addadde08b4d3c0603c6e357f6a3d73a592084b12025eaf24364de99ac0004,1717985837,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,170.34,165.05946,0.0,YES,2024-06-10 02:17:17+00:00,SELL,165.05946,170.34,0.969,0.969,0.031
0xc3d7fb95af7a5ed69e3c7906ae21c088a70893815b79686fb44d9eb73e861cd7_0x512f4ed4acee331dc24eafefd65bd388bef7ef0a18e89fa8cc2823195ef51ff0,0xc3d7fb95af7a5ed69e3c7906ae21c088a70893815b79686fb44d9eb73e861cd7,1717988782,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 03:06:22+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0x005026d44475ad8f841a80fa43d8e349a776cc652dc3de7eff8d982fa5a5b87c_0x081b0d53be1289e11db2fc747113cbf8a5ab73f5c038fc16ada706ab7f1193fc,0x005026d44475ad8f841a80fa43d8e349a776cc652dc3de7eff8d982fa5a5b87c,1717991366,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 03:49:26+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0xe6862083a0706b7f990f8e111185b345d3f93361ee6c319df90fa8c1e9b01661_0xafb25c2310a0306f8072f0fdb17126aaad8a8583e0e0c8bf597d7f86e0de000c,0xe6862083a0706b7f990f8e111185b345d3f93361ee6c319df90fa8c1e9b01661,1717991456,88465704193015812461296177724920569739949794882741848131901008619945303668495,0,206.35,198.9214,0.0,YES,2024-06-10 03:50:56+00:00,SELL,198.9214,206.35,0.9640000000000001,0.9640000000000001,0.036
0x6323427644c2e6ef0eea90617e2106d6ba840e8b0becce6cd14a9395690bf858_0x39561fbcdd242ded392439af2ccfface9c39aedbcfca03ebc6d21210713f833f,0x6323427644c2e6ef0eea90617e2106d6ba840e8b0becce6cd14a9395690bf858,1717991686,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 03:54:46+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0xbee4c81da088218a95060173deea3c0f47c6c6e12aa2a15af30e609790860888_0x9e4832fcfa0bd29426109ba690d564ed056b0a0cff13fa462d40db1290e88f5f,0xbee4c81da088218a95060173deea3c0f47c6c6e12aa2a15af30e609790860888,1717991922,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 03:58:42+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0x28b94b3e3f066d810a26c5372980e9635a3a1dbcfadd677278eeba9d4614ae99_0xa9474f8417b8ddd9a123dc26f7ecd622bbb904f8b520f3e27efbec6bcb2aeb82,0x28b94b3e3f066d810a26c5372980e9635a3a1dbcfadd677278eeba9d4614ae99,1718008109,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 08:28:29+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0x93c61ab6337e2966bdfeb4c7cd3ccdb5b03b54f378499f8941b9c64a05bc5546_0xf9692be5870217451372b0b49eacfb295cea6fac38021053f965c4c98b26e0dd,0x93c61ab6337e2966bdfeb4c7cd3ccdb5b03b54f378499f8941b9c64a05bc5546,1718020464,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,0.009991,0.0103,0.0,YES,2024-06-10 11:54:24+00:00,BUY,0.009991,0.0103,0.97,0.97,0.03
0xa0dc13c61da2339ef5403b9155fd9eaf14fe0ca34f531e727399ba6b3eb0b176_0xd6add65ed41f660780693d2d54ba8d0882dea156c2331005667f42fbc8785a4a,0xa0dc13c61da2339ef5403b9155fd9eaf14fe0ca34f531e727399ba6b3eb0b176,1718024670,0,88465704193015812461296177724920569739949794882741848131901008619945303668495,2787.4114,2873.62,0.0,YES,2024-06-10 13:04:30+00:00,BUY,2787.4114,2873.62,0.97,0.97,0.03
